3.03249292e+11 3.31492815e+11 3.56425526e+11 3.86286826e+11 4.04392350e+11 4.13021861e+11 4.13041299e+11 4.07642884e+11 3.97140650e+11 3.96786773e+11 3.99071718e+11 3.99010577e+11 3.97016454e+11 3.94011679e+11 4.06569674e+11 4.16055378e+11 4.17292029e+11 4.15864286e+11 4.15301721e+11 4.12679564e+11 4.11560753e+11 4.10837069e+11 4.10578361e+11 4.06329735e+11
3.21087217e+11 3.49978571e+11 3.74805898e+11 4.04665886e+11 4.22715528e+11 4.31871177e+11 4.33304938e+11 4.28797158e+11 4.19446451e+11 4.20078729e+11 4.22244385e+11 4.21975409e+11 4.20650833e+11 4.18774968e+11 4.27921944e+11 4.36290558e+11 4.37191825e+11 4.35859436e+11 4.34534481e+11 4.32436765e+11 4.31109113e+11 4.30533679e+11 4.30217648e+11 4.26510934e+11
3.20579229e+11 3.49314655e+11 3.73980892e+11 4.03691134e+11 4.21570182e+11 4.30706641e+11 4.32268047e+11 4.27914512e+11 4.18752377e+11 4.19484046e+11 4.21610209e+11 4.21315380e+11 4.20113259e+11 4.18255398e+11 4.27115651e+11 4.35348293e+11 4.36339396e+11 4.34954261e+11 4.33659698e+11 4.31501971e+11 4.30163869e+11 4.29532736e+11 4.29312056e+11 4.25727145e+11
3.32252280e+11 3.61144365e+11 3.84963682e+11 4.14092865e+11 4.31196305e+11 4.40936021e+11 4.43478687e+11 4.40878279e+11 4.33701602e+11 4.36104907e+11 4.37812239e+11 4.37920453e+11 4.37857380e+11 4.36889956e+11 4.42446218e+11 4.48922810e+11 4.49737009e+11 4.48386825e+11 4.47037663e+11 4.45163380e+11 4.44010471e+11 4.43578722e+11 4.43483841e+11 4.40888340e+11
3.03747134e+11 3.31716502e+11 3.55957044e+11 3.85593304e+11 4.03359018e+11 4.11528291e+11 4.12321317e+11 4.07778199e+11 3.98009960e+11 3.98129117e+11 4.00357119e+11 4.00415273e+11 3.98814858e+11 3.96178026e+11 4.07182722e+11 4.15836744e+11 4.17179644e+11 4.15893768e+11 4.15212975e+11 4.12782012e+11 4.11614549e+11 4.10843306e+11 4.10833966e+11 4.07034477e+11
4.02486981e+11 4.37197565e+11 4.66289039e+11 5.01611222e+11 5.22042808e+11 5.33966847e+11 5.37196898e+11 5.33446559e+11 5.25155909e+11 5.28062124e+11 5.30240148e+11 5.30246919e+11 5.30313578e+11 5.29370038e+11 5.35597303e+11 5.43548191e+11 5.44546484e+11 5.42970131e+11 5.41249779e+11 5.39293537e+11 5.38040048e+11 5.37676589e+11 5.37632121e+11 5.34474252e+11
3.02341760e+11 3.29085411e+11 3.51644555e+11 3.79219037e+11 3.95842236e+11 4.04299810e+11 4.06531768e+11 4.03030460e+11 3.94953739e+11 3.96007431e+11 3.98128485e+11 3.97623871e+11 3.96762443e+11 3.95473577e+11 4.02346517e+11 4.09473960e+11 4.10373418e+11 4.09170359e+11 4.07556126e+11 4.05687848e+11 4.04399796e+11 4.03736004e+11 4.03499532e+11 4.00380318e+11
3.23581738e+11 3.53193413e+11 3.79086737e+11 4.10041056e+11 4.28723918e+11 4.37911567e+11 4.38794962e+11 4.33569464e+11 4.23227499e+11 4.23361689e+11 4.25661919e+11 4.25392009e+11 4.23702943e+11 4.21086541e+11 4.32443185e+11 4.41894870e+11 4.42950916e+11 4.41462844e+11 4.40619938e+11 4.38092101e+11 4.36742863e+11 4.36129622e+11 4.35912445e+11 4.31869768e+11
3.31712322e+11 3.60487705e+11 3.84337160e+11 4.13285951e+11 4.30362645e+11 4.40294108e+11 4.42830435e+11 4.40161175e+11 4.33225468e+11 4.35776309e+11 4.37450743e+11 4.37596998e+11 4.37629846e+11 4.36737232e+11 4.41996612e+11 4.48553051e+11 4.49254652e+11 4.47983155e+11 4.46736056e+11 4.44942696e+11 4.43859481e+11 4.43482845e+11 4.43385333e+11 4.40984903e+11
3.06594113e+11 3.33828787e+11 3.56839859e+11 3.85040215e+11 4.02053246e+11 4.10680814e+11 4.12649770e+11 4.09066116e+11 4.00537952e+11 4.01434567e+11 4.03665525e+11 4.03070300e+11 4.02092376e+11 4.00819529e+11 4.08248303e+11 4.15656621e+11 4.16528727e+11 4.15190042e+11 4.13605324e+11 4.11555083e+11 4.10253014e+11 4.09560125e+11 4.09283006e+11 4.05976445e+11
2.91365646e+11 3.18568981e+11 3.42665564e+11 3.71514345e+11 3.88875468e+11 3.97115278e+11 3.97130718e+11 3.91815189e+11 3.81564912e+11 3.81040815e+11 3.83223532e+11 3.83102843e+11 3.81161826e+11 3.78269085e+11 3.90543825e+11 3.99814063e+11 4.00851046e+11 3.99472455e+11 3.98891792e+11 3.96374295e+11 3.95154440e+11 3.94532548e+11 3.94334908e+11 3.90176978e+11
3.00596565e+11 3.28264033e+11 3.52440798e+11 3.81887576e+11 3.99504645e+11 4.07639952e+11 4.08402258e+11 4.03732760e+11 3.93886598e+11 3.93909777e+11 3.96024602e+11 3.96044668e+11 3.94370130e+11 3.91737383e+11 4.02795175e+11 4.11510480e+11 4.12851105e+11 4.11549393e+11 4.10860748e+11 4.08407909e+11 4.07279034e+11 4.06540708e+11 4.06509656e+11 4.02658200e+11
2.79127104e+11 3.05062072e+11 3.28232427e+11 3.55346569e+11 3.71967910e+11 3.80067064e+11 3.80361199e+11 3.74853591e+11 3.64638609e+11 3.63956824e+11 3.65588778e+11 3.65328109e+11 3.63286586e+11 3.60416711e+11 3.72040611e+11 3.80850891e+11 3.81670359e+11 3.80205014e+11 3.79637835e+11 3.77061198e+11 3.75873640e+11 3.75384877e+11 3.74972931e+11 3.70997705e+11
2.80074283e+11 3.06104043e+11 3.29519745e+11 3.56750066e+11 3.73533304e+11 3.81767843e+11 3.81875244e+11 3.76294645e+11 3.65966226e+11 3.65227445e+11 3.66896608e+11 3.66600986e+11 3.64540353e+11 3.61639493e+11 3.73452664e+11 3.82474258e+11 3.83284647e+11 3.81794430e+11 3.81290577e+11 3.78684350e+11 3.77473055e+11 3.76952507e+11 3.76546736e+11 3.72510935e+11
2.78705026e+11 3.04701394e+11 3.28057123e+11 3.55396395e+11 3.72113809e+11 3.80416544e+11 3.80281973e+11 3.74718003e+11 3.64439176e+11 3.63588149e+11 3.65481967e+11 3.65182497e+11 3.63193125e+11 3.60319842e+11 3.72257063e+11 3.81358881e+11 3.82246601e+11 3.80744196e+11 3.80276525e+11 3.77664232e+11 3.76353645e+11 3.75786027e+11 3.75501727e+11 3.71501669e+11
3.33492289e+11 3.62414549e+11 3.86437709e+11 4.15521295e+11 4.32729601e+11 4.42703113e+11 4.45256638e+11 4.42541319e+11 4.35563309e+11 4.38105800e+11 4.39810150e+11 4.39944113e+11 4.39928801e+11 4.39062948e+11 4.44420109e+11 4.51053490e+11 4.51763285e+11 4.50443215e+11 4.49176214e+11 4.47351077e+11 4.46274820e+11 4.45892350e+11 4.45793751e+11 4.43334703e+11
2.95479401e+11 3.21638985e+11 3.43748146e+11 3.70762322e+11 3.87056478e+11 3.95337933e+11 3.97455057e+11 3.93995064e+11 3.86024205e+11 3.87002513e+11 3.89041242e+11 3.88555108e+11 3.87684118e+11 3.86426813e+11 3.93196778e+11 4.00226346e+11 4.01098189e+11 3.99916752e+11 3.98343370e+11 3.96506992e+11 3.95258873e+11 3.94592173e+11 3.94372539e+11 3.91290246e+11
2.96270145e+11 3.23842845e+11 3.48088277e+11 3.77380962e+11 3.95105139e+11 4.03366558e+11 4.03423045e+11 3.98372847e+11 3.88207732e+11 3.88015895e+11 3.90206362e+11 3.90245228e+11 3.88359456e+11 3.85524600e+11 3.97625826e+11 4.06646452e+11 4.07924425e+11 4.06574551e+11 4.05981204e+11 4.03525865e+11 4.02514113e+11 4.01826720e+11 4.01593644e+11 3.97493008e+11
2.80603796e+11 3.06647611e+11 3.29996710e+11 3.57148762e+11 3.73879791e+11 3.82152011e+11 3.82356774e+11 3.76795187e+11 3.66548972e+11 3.65886811e+11 3.67466777e+11 3.67204082e+11 3.65177317e+11 3.62279834e+11 3.73935186e+11 3.82806680e+11 3.83688448e+11 3.82178026e+11 3.81643765e+11 3.79058394e+11 3.77826415e+11 3.77335213e+11 3.76946556e+11 3.72983288e+11
3.41704352e+11 3.71461729e+11 3.96600181e+11 4.26765099e+11 4.44528457e+11 4.54940102e+11 4.57510200e+11 4.54148366e+11 4.46806337e+11 4.49207427e+11 4.51168212e+11 4.51214282e+11 4.51120187e+11 4.50199555e+11 4.56231011e+11 4.63322418e+11 4.64183802e+11 4.62806885e+11 4.61472122e+11 4.59747273e+11 4.58648632e+11 4.58519215e+11 4.58400769e+11 4.55624178e+11
3.64999632e+11 3.96544338e+11 4.22495181e+11 4.54412890e+11 4.73071235e+11 4.83602506e+11 4.86501257e+11 4.83579591e+11 4.75657674e+11 4.78159741e+11 4.80039467e+11 4.79947812e+11 4.79932852e+11 4.78908967e+11 4.84697129e+11 4.91687089e+11 4.92603603e+11 4.91043632e+11 4.89424884e+11 4.87354972e+11 4.85978116e+11 4.85393496e+11 4.85292903e+11 4.82439950e+11
4.21160617e+11 4.57172172e+11 4.87046924e+11 5.23207953e+11 5.44418636e+11 5.56384923e+11 5.60689658e+11 5.57228557e+11 5.49349828e+11 5.52763960e+11 5.55433928e+11 5.55322927e+11 5.55459429e+11 5.55038457e+11 5.59861471e+11 5.67711530e+11 5.68593739e+11 5.67232780e+11 5.64876386e+11 5.63514581e+11 5.61920292e+11 5.61814876e+11 5.61691669e+11 5.58599698e+11
4.28653886e+11 4.65296300e+11 4.96104177e+11 5.32998766e+11 5.54481856e+11 5.66901168e+11 5.71058609e+11 5.67340709e+11 5.59143070e+11 5.62518049e+11 5.65084760e+11 5.65115537e+11 5.65208636e+11 5.64693475e+11 5.70083368e+11 5.78037656e+11 5.78964653e+11 5.77610125e+11 5.75388018e+11 5.73971984e+11 5.72397296e+11 5.72373360e+11 5.72327584e+11 5.69193120e+11
3.60915781e+11 3.92125206e+11 4.17881017e+11 4.49473841e+11 4.67967367e+11 4.78380244e+11 4.81190001e+11 4.78252303e+11 4.70258243e+11 4.72631475e+11 4.74448358e+11 4.74346624e+11 4.74249806e+11 4.73195675e+11 4.79036900e+11 4.86047920e+11 4.86933339e+11 4.85397265e+11 4.83785035e+11 4.81701701e+11 4.80315278e+11 4.79713550e+11 4.79597190e+11 4.76692265e+11
