69.62 358.08
68.87 353.69
75.35 35.41
79.82 74.31
82.70 113.58
-22.22 260.11
83.61 241.89
34.72 86.37
42.88 98.29
-65.65 237.10
36.87 28.73
-54.74 271.38
30.46 295.62
49.11 225.99
67.23 220.17
56.51 265.44
58.54 261.86
-47.11 79.21
-49.74 266.30
-83.16 287.53
50.43 220.48
42.27 243.50
-23.82 140.90
-52.35 328.04
54.41 159.43
37.44 152.46
44.80 104.97
56.78 158.58
-28.88 231.62
-51.65 249.78
-58.25 338.68
-51.94 351.14
-54.14 262.48
-37.40 354.00
-41.81 69.85
-59.74 323.69
-40.64 257.29
-45.65 273.88
-22.90 18.94
-56.18 315.38
-55.29 313.29
-78.53 156.47
-59.60 274.95
-42.07 347.16
-51.89 316.31
