115.0 68.0 65.0 45.0 51.0 43.0 
75.0 66.0 35.0 43.0 35.0 29.0 
38.0 29.0 27.0 13.0 19.0 15.0 
56.0 45.0 34.0 22.0 15.0 22.0 
70.0 52.0 41.0 27.0 29.0 31.0 
11.0 7.0 9.0 8.0 4.0 3.0 
60.0 42.0 45.0 23.0 26.0 25.0 
6.0 8.0 3.0 6.0 4.0 3.0 
15.0 7.0 11.0 9.0 10.0 10.0 
86.0 54.0 41.0 32.0 30.0 31.0 
44.0 24.0 20.0 17.0 20.0 13.0 
57.0 40.0 47.0 19.0 32.0 24.0 
46.0 30.0 20.0 17.0 15.0 15.0 
13.0 10.0 7.0 5.0 4.0 8.0 
71.0 59.0 52.0 29.0 26.0 32.0 
63.0 36.0 40.0 22.0 19.0 19.0 
43.0 42.0 25.0 13.0 23.0 19.0 
67.0 68.0 53.0 33.0 41.0 24.0 
4.0 5.0 2.0 1.0 4.0 1.0 
57.0 32.0 15.0 12.0 14.0 12.0 
88.0 72.0 56.0 39.0 51.0 41.0 
110.0 57.0 64.0 29.0 38.0 35.0 
223.0 208.0 174.0 111.0 126.0 91.0 
59.0 50.0 44.0 20.0 22.0 21.0 
45.0 35.0 32.0 22.0 26.0 12.0 
31.0 26.0 11.0 9.0 16.0 10.0 
56.0 39.0 19.0 21.0 18.0 15.0 
88.0 56.0 52.0 47.0 41.0 34.0 
92.0 69.0 66.0 31.0 49.0 48.0 
12.0 6.0 5.0 5.0 6.0 5.0 
74.0 65.0 44.0 32.0 32.0 44.0 
38.0 22.0 20.0 8.0 19.0 9.0 
181.0 138.0 110.0 73.0 87.0 68.0 
48.0 34.0 15.0 19.0 31.0 12.0 
41.0 22.0 20.0 15.0 15.0 11.0 
214.0 184.0 122.0 121.0 124.0 78.0 
38.0 29.0 21.0 16.0 12.0 17.0 
75.0 70.0 54.0 38.0 44.0 26.0 
33.0 27.0 22.0 17.0 15.0 13.0 
117.0 67.0 61.0 35.0 51.0 40.0 
92.0 84.0 52.0 45.0 57.0 34.0 
95.0 60.0 40.0 36.0 39.0 29.0 
39.0 23.0 12.0 10.0 11.0 7.0 
111.0 85.0 70.0 50.0 52.0 38.0 
116.0 79.0 63.0 46.0 41.0 35.0 
48.0 48.0 23.0 22.0 24.0 20.0 
69.0 34.0 30.0 19.0 31.0 29.0 
92.0 72.0 53.0 42.0 40.0 32.0 
26.0 16.0 14.0 12.0 15.0 5.0 
109.0 81.0 61.0 38.0 50.0 38.0 
30.0 11.0 15.0 12.0 11.0 6.0 
5.0 5.0 4.0 2.0 6.0 4.0 
78.0 48.0 48.0 33.0 34.0 25.0 
51.0 50.0 35.0 26.0 31.0 28.0 
92.0 72.0 56.0 33.0 42.0 32.0 
80.0 61.0 37.0 37.0 35.0 25.0 
26.0 24.0 12.0 10.0 15.0 10.0 
13.0 13.0 11.0 12.0 17.0 9.0 
51.0 28.0 18.0 20.0 11.0 14.0 
147.0 102.0 69.0 66.0 59.0 58.0 
33.0 28.0 20.0 14.0 17.0 12.0 
18.0 8.0 7.0 6.0 8.0 7.0 
38.0 38.0 28.0 21.0 18.0 17.0 
114.0 74.0 66.0 31.0 43.0 23.0 
104.0 81.0 53.0 44.0 44.0 40.0 
78.0 53.0 37.0 35.0 35.0 25.0 
93.0 64.0 48.0 32.0 31.0 30.0 
115.0 97.0 55.0 43.0 37.0 33.0 
8.0 9.0 7.0 4.0 6.0 2.0 
19.0 15.0 8.0 4.0 8.0 11.0 
46.0 35.0 28.0 19.0 23.0 18.0 
60.0 43.0 35.0 20.0 19.0 18.0 
54.0 69.0 22.0 38.0 33.0 25.0 
35.0 26.0 17.0 18.0 18.0 18.0 
15.0 8.0 14.0 8.0 11.0 11.0 
113.0 80.0 69.0 42.0 43.0 50.0 
51.0 27.0 21.0 13.0 14.0 14.0 
87.0 55.0 39.0 31.0 40.0 28.0 
23.0 10.0 12.0 6.0 2.0 2.0 
22.0 25.0 12.0 10.0 10.0 7.0 
13.0 23.0 5.0 7.0 2.0 6.0 
78.0 63.0 55.0 36.0 51.0 32.0 
67.0 56.0 36.0 21.0 37.0 22.0 
11.0 13.0 11.0 7.0 1.0 10.0 
203.0 157.0 131.0 89.0 115.0 74.0 
63.0 54.0 35.0 23.0 37.0 28.0 
49.0 33.0 25.0 16.0 35.0 28.0 
142.0 98.0 77.0 62.0 69.0 62.0 
52.0 42.0 39.0 25.0 18.0 18.0 
95.0 65.0 53.0 36.0 44.0 42.0 
82.0 63.0 35.0 34.0 40.0 29.0 
67.0 62.0 41.0 33.0 26.0 20.0 
68.0 57.0 32.0 41.0 41.0 25.0 
33.0 29.0 21.0 14.0 21.0 13.0 
26.0 18.0 14.0 9.0 8.0 14.0 
178.0 132.0 100.0 74.0 88.0 65.0 
116.0 92.0 61.0 54.0 73.0 52.0 
31.0 26.0 16.0 15.0 16.0 24.0 
71.0 39.0 39.0 22.0 26.0 26.0 
80.0 44.0 43.0 22.0 26.0 29.0 
34.0 20.0 10.0 15.0 9.0 10.0 
108.0 101.0 68.0 46.0 55.0 45.0 
20.0 7.0 12.0 4.0 4.0 5.0 
14.0 14.0 14.0 9.0 5.0 11.0 
57.0 57.0 40.0 16.0 33.0 15.0 
16.0 7.0 9.0 8.0 9.0 7.0 
119.0 96.0 70.0 53.0 49.0 47.0 
80.0 59.0 44.0 18.0 22.0 22.0 
25.0 24.0 13.0 13.0 15.0 11.0 
56.0 48.0 36.0 19.0 27.0 25.0 
42.0 38.0 36.0 25.0 23.0 21.0 
93.0 91.0 62.0 43.0 52.0 34.0 
40.0 30.0 25.0 16.0 14.0 16.0 
92.0 54.0 40.0 41.0 49.0 29.0 
63.0 46.0 34.0 24.0 25.0 14.0 
97.0 79.0 60.0 37.0 41.0 40.0 
34.0 37.0 17.0 16.0 15.0 14.0 
126.0 90.0 75.0 49.0 49.0 49.0 
67.0 40.0 31.0 25.0 27.0 25.0 
74.0 41.0 35.0 22.0 27.0 23.0 
157.0 144.0 104.0 60.0 77.0 50.0 
123.0 71.0 49.0 41.0 43.0 41.0 
118.0 93.0 63.0 50.0 58.0 46.0 
28.0 20.0 13.0 19.0 11.0 16.0 
31.0 22.0 23.0 12.0 11.0 19.0 
98.0 61.0 43.0 34.0 47.0 40.0 
149.0 112.0 88.0 55.0 61.0 60.0 
164.0 117.0 97.0 54.0 70.0 48.0 
109.0 96.0 76.0 44.0 56.0 48.0 
118.0 83.0 76.0 40.0 51.0 34.0 
65.0 47.0 29.0 22.0 31.0 28.0 
32.0 25.0 16.0 14.0 15.0 10.0 
15.0 9.0 1.0 8.0 8.0 6.0 
16.0 11.0 15.0 1.0 6.0 4.0 
20.0 18.0 13.0 10.0 7.0 11.0 
72.0 67.0 38.0 31.0 41.0 33.0 
168.0 133.0 101.0 63.0 78.0 63.0 
23.0 22.0 20.0 8.0 15.0 9.0 
14.0 8.0 5.0 3.0 5.0 7.0 
80.0 61.0 49.0 31.0 48.0 34.0 
58.0 63.0 41.0 34.0 41.0 51.0 
46.0 38.0 29.0 11.0 24.0 17.0 
18.0 10.0 8.0 7.0 11.0 6.0 
36.0 40.0 25.0 21.0 20.0 9.0 
19.0 12.0 4.0 9.0 6.0 7.0 
25.0 29.0 14.0 13.0 11.0 13.0 
36.0 27.0 25.0 16.0 14.0 11.0 
107.0 67.0 71.0 42.0 49.0 53.0 
137.0 122.0 82.0 67.0 83.0 46.0 
76.0 86.0 75.0 33.0 49.0 41.0 
38.0 23.0 13.0 17.0 7.0 18.0 
74.0 60.0 39.0 38.0 51.0 31.0 
109.0 71.0 47.0 42.0 46.0 41.0 
60.0 44.0 24.0 25.0 28.0 20.0 
49.0 41.0 41.0 23.0 33.0 19.0 
95.0 70.0 44.0 35.0 43.0 45.0 
48.0 27.0 27.0 23.0 25.0 15.0 
28.0 31.0 19.0 9.0 9.0 10.0 
113.0 91.0 70.0 57.0 60.0 58.0 
80.0 73.0 49.0 36.0 39.0 32.0 
98.0 66.0 48.0 48.0 45.0 40.0 
92.0 76.0 51.0 32.0 41.0 33.0 
76.0 57.0 40.0 20.0 29.0 21.0 
19.0 14.0 8.0 11.0 12.0 6.0 
36.0 18.0 19.0 17.0 17.0 13.0 
160.0 111.0 91.0 62.0 70.0 55.0 
20.0 16.0 7.0 12.0 10.0 7.0 
18.0 7.0 9.0 3.0 5.0 5.0 
85.0 47.0 43.0 26.0 26.0 34.0 
89.0 67.0 48.0 41.0 51.0 44.0 
34.0 25.0 20.0 12.0 14.0 16.0 
125.0 75.0 68.0 48.0 55.0 35.0 
10.0 6.0 7.0 4.0 3.0 3.0 
88.0 86.0 47.0 33.0 44.0 22.0 
23.0 12.0 10.0 13.0 6.0 9.0 
142.0 111.0 72.0 66.0 72.0 82.0 
112.0 68.0 43.0 48.0 46.0 30.0 
24.0 15.0 5.0 9.0 4.0 10.0 
305.0 214.0 168.0 116.0 139.0 88.0 
57.0 42.0 31.0 22.0 32.0 25.0 
58.0 46.0 28.0 17.0 30.0 29.0 
40.0 20.0 18.0 7.0 19.0 11.0 
61.0 39.0 35.0 21.0 25.0 18.0 
70.0 45.0 41.0 27.0 39.0 22.0 
33.0 18.0 15.0 21.0 20.0 12.0 
124.0 112.0 80.0 44.0 56.0 62.0 
61.0 45.0 27.0 25.0 24.0 23.0 
122.0 97.0 67.0 47.0 68.0 42.0 
44.0 37.0 27.0 19.0 30.0 22.0 
57.0 42.0 42.0 27.0 35.0 23.0 
33.0 38.0 19.0 21.0 23.0 20.0 
28.0 18.0 25.0 13.0 12.0 11.0 
15.0 9.0 13.0 6.0 4.0 9.0 
22.0 21.0 12.0 7.0 13.0 16.0 
42.0 46.0 20.0 19.0 17.0 19.0 
108.0 84.0 57.0 48.0 56.0 41.0 
43.0 26.0 21.0 7.0 15.0 22.0 
46.0 39.0 21.0 15.0 13.0 9.0 
25.0 23.0 10.0 11.0 10.0 8.0 
42.0 28.0 23.0 11.0 17.0 12.0 
49.0 34.0 30.0 15.0 16.0 16.0 
80.0 56.0 53.0 37.0 39.0 38.0 
76.0 47.0 39.0 22.0 42.0 19.0 
73.0 68.0 37.0 34.0 29.0 24.0 
16.0 7.0 6.0 3.0 3.0 9.0 
9.0 4.0 3.0 3.0 3.0 4.0 
52.0 41.0 25.0 11.0 7.0 12.0 
146.0 116.0 71.0 61.0 68.0 56.0 
122.0 95.0 52.0 41.0 53.0 41.0 
107.0 80.0 51.0 33.0 46.0 39.0 
99.0 90.0 55.0 49.0 53.0 34.0 
32.0 23.0 26.0 17.0 17.0 7.0 
50.0 39.0 22.0 32.0 23.0 12.0 
78.0 81.0 54.0 52.0 52.0 42.0 
14.0 14.0 3.0 5.0 3.0 5.0 
130.0 96.0 69.0 43.0 55.0 35.0 
36.0 24.0 16.0 15.0 18.0 6.0 
68.0 45.0 35.0 23.0 35.0 16.0 
12.0 30.0 10.0 14.0 16.0 15.0 
90.0 59.0 60.0 43.0 33.0 39.0 
181.0 155.0 105.0 89.0 104.0 106.0 
207.0 162.0 113.0 76.0 98.0 69.0 
130.0 77.0 67.0 50.0 64.0 31.0 
107.0 71.0 57.0 50.0 43.0 25.0 
61.0 45.0 46.0 19.0 22.0 28.0 
93.0 66.0 61.0 49.0 46.0 46.0 
76.0 71.0 62.0 37.0 32.0 38.0 
127.0 91.0 73.0 39.0 47.0 35.0 
52.0 29.0 20.0 13.0 26.0 19.0 
197.0 170.0 128.0 92.0 94.0 81.0 
137.0 107.0 75.0 61.0 59.0 47.0 
198.0 181.0 128.0 96.0 111.0 62.0 
55.0 47.0 26.0 24.0 24.0 26.0 
189.0 125.0 96.0 85.0 80.0 77.0 
33.0 17.0 12.0 4.0 12.0 7.0 
87.0 57.0 38.0 33.0 36.0 36.0 
57.0 41.0 25.0 18.0 31.0 12.0 
141.0 104.0 75.0 48.0 60.0 57.0 
62.0 40.0 26.0 28.0 23.0 18.0 
75.0 48.0 52.0 31.0 42.0 37.0 
94.0 88.0 57.0 41.0 45.0 42.0 
89.0 71.0 43.0 35.0 36.0 42.0 
26.0 30.0 18.0 11.0 11.0 16.0 
37.0 37.0 9.0 14.0 15.0 14.0 
5.0 1.0 4.0 2.0 2.0 2.0 
193.0 173.0 115.0 90.0 95.0 96.0 
82.0 67.0 40.0 34.0 39.0 30.0 
65.0 71.0 47.0 36.0 25.0 34.0 
135.0 105.0 78.0 59.0 55.0 37.0 
238.0 153.0 122.0 86.0 118.0 68.0 
16.0 9.0 9.0 5.0 6.0 5.0 
58.0 51.0 40.0 29.0 27.0 29.0 
96.0 76.0 53.0 35.0 44.0 50.0 
157.0 119.0 70.0 72.0 78.0 52.0 
18.0 10.0 6.0 3.0 5.0 9.0 
86.0 41.0 41.0 33.0 33.0 31.0 
72.0 49.0 41.0 48.0 29.0 26.0 
75.0 49.0 34.0 19.0 22.0 19.0 
48.0 29.0 21.0 16.0 25.0 13.0 
52.0 24.0 26.0 13.0 21.0 12.0 
55.0 56.0 35.0 27.0 36.0 31.0 
11.0 11.0 2.0 7.0 3.0 4.0 
97.0 72.0 59.0 37.0 37.0 34.0 
115.0 101.0 58.0 49.0 53.0 34.0 
26.0 17.0 11.0 12.0 16.0 10.0 
157.0 125.0 88.0 64.0 79.0 66.0 
66.0 46.0 29.0 35.0 30.0 20.0 
78.0 84.0 53.0 35.0 38.0 26.0 
82.0 57.0 54.0 36.0 42.0 26.0 
85.0 81.0 48.0 53.0 54.0 30.0 
19.0 11.0 10.0 5.0 3.0 5.0 
92.0 78.0 62.0 45.0 45.0 43.0 
73.0 51.0 40.0 31.0 34.0 45.0 
42.0 28.0 14.0 11.0 18.0 20.0 
73.0 66.0 41.0 22.0 24.0 19.0 
23.0 20.0 15.0 11.0 6.0 7.0 
48.0 41.0 27.0 16.0 37.0 18.0 
54.0 37.0 32.0 26.0 24.0 18.0 
14.0 7.0 8.0 7.0 10.0 4.0 
18.0 13.0 12.0 6.0 6.0 7.0 
63.0 42.0 40.0 26.0 32.0 23.0 
50.0 50.0 28.0 22.0 31.0 14.0 
33.0 24.0 18.0 16.0 14.0 12.0 
68.0 48.0 49.0 18.0 25.0 13.0 
99.0 59.0 53.0 30.0 33.0 36.0 
174.0 147.0 95.0 74.0 85.0 61.0 
49.0 31.0 28.0 22.0 20.0 29.0 
52.0 38.0 34.0 24.0 28.0 28.0 
21.0 21.0 11.0 12.0 13.0 8.0 
52.0 26.0 29.0 17.0 16.0 16.0 
104.0 84.0 56.0 58.0 53.0 47.0 
88.0 73.0 44.0 38.0 34.0 39.0 
72.0 45.0 44.0 27.0 33.0 29.0 
28.0 16.0 14.0 9.0 9.0 8.0 
151.0 118.0 71.0 66.0 69.0 53.0 
36.0 25.0 24.0 9.0 20.0 21.0 
67.0 54.0 43.0 34.0 32.0 29.0 
49.0 25.0 22.0 15.0 13.0 14.0 
80.0 57.0 48.0 45.0 38.0 39.0 
144.0 84.0 86.0 72.0 64.0 44.0 
24.0 19.0 15.0 7.0 19.0 10.0 
72.0 51.0 43.0 35.0 37.0 26.0 
108.0 95.0 57.0 44.0 42.0 43.0 
79.0 66.0 32.0 30.0 36.0 32.0 
83.0 58.0 53.0 35.0 35.0 38.0 
186.0 132.0 92.0 91.0 76.0 89.0 
111.0 63.0 41.0 31.0 47.0 44.0 
34.0 13.0 11.0 10.0 8.0 15.0 
125.0 97.0 57.0 41.0 65.0 32.0 
112.0 102.0 62.0 51.0 62.0 46.0 
38.0 17.0 19.0 14.0 14.0 16.0 
5.0 5.0 3.0 5.0 3.0 3.0 
76.0 47.0 34.0 29.0 26.0 29.0 
5.0 4.0 3.0 7.0 3.0 1.0 
78.0 69.0 53.0 41.0 43.0 40.0 
16.0 13.0 10.0 5.0 7.0 6.0 
19.0 20.0 6.0 10.0 7.0 4.0 
144.0 98.0 82.0 63.0 69.0 47.0 
37.0 32.0 18.0 17.0 23.0 11.0 
21.0 16.0 9.0 5.0 11.0 8.0 
49.0 34.0 40.0 30.0 24.0 19.0 
60.0 30.0 27.0 21.0 29.0 16.0 
128.0 93.0 63.0 49.0 63.0 58.0 
145.0 106.0 82.0 76.0 70.0 56.0 
76.0 54.0 33.0 24.0 31.0 26.0 
45.0 26.0 17.0 20.0 15.0 19.0 
123.0 80.0 67.0 51.0 49.0 32.0 
51.0 36.0 37.0 16.0 26.0 25.0 
133.0 108.0 84.0 50.0 69.0 58.0 
20.0 15.0 14.0 15.0 8.0 4.0 
48.0 36.0 21.0 18.0 15.0 13.0 
96.0 69.0 40.0 40.0 46.0 31.0 
64.0 48.0 42.0 21.0 18.0 16.0 
82.0 50.0 43.0 39.0 28.0 29.0 
45.0 30.0 25.0 14.0 20.0 17.0 
38.0 24.0 22.0 9.0 15.0 13.0 
34.0 29.0 25.0 13.0 15.0 20.0 
48.0 32.0 24.0 19.0 13.0 20.0 
30.0 35.0 22.0 15.0 14.0 14.0 
40.0 22.0 21.0 18.0 17.0 13.0 
101.0 51.0 63.0 29.0 48.0 29.0 
274.0 214.0 157.0 111.0 126.0 78.0 
272.0 199.0 157.0 118.0 127.0 110.0 
97.0 93.0 55.0 55.0 59.0 59.0 
78.0 56.0 44.0 27.0 34.0 27.0 
34.0 16.0 29.0 8.0 20.0 11.0 
36.0 27.0 24.0 17.0 22.0 26.0 
55.0 45.0 35.0 22.0 26.0 18.0 
207.0 169.0 131.0 64.0 100.0 104.0 
71.0 61.0 35.0 27.0 33.0 30.0 
87.0 51.0 41.0 28.0 44.0 32.0 
48.0 30.0 29.0 23.0 12.0 20.0 
91.0 69.0 49.0 40.0 40.0 35.0 
13.0 14.0 9.0 12.0 3.0 8.0 
67.0 54.0 31.0 32.0 44.0 31.0 
39.0 37.0 22.0 7.0 17.0 13.0 
87.0 70.0 41.0 34.0 33.0 26.0 
92.0 74.0 38.0 32.0 37.0 35.0 
89.0 44.0 29.0 26.0 31.0 23.0 
21.0 17.0 13.0 6.0 12.0 8.0 
44.0 30.0 14.0 19.0 18.0 14.0 
14.0 9.0 6.0 7.0 4.0 2.0 
81.0 69.0 48.0 32.0 48.0 37.0 
41.0 30.0 33.0 19.0 22.0 19.0 
31.0 27.0 13.0 10.0 18.0 13.0 
81.0 57.0 59.0 32.0 40.0 36.0 
64.0 40.0 34.0 36.0 27.0 21.0 
19.0 19.0 15.0 3.0 5.0 10.0 
14.0 12.0 8.0 2.0 8.0 12.0 
15.0 10.0 10.0 3.0 8.0 4.0 
97.0 77.0 54.0 32.0 47.0 32.0 
37.0 28.0 12.0 11.0 13.0 20.0 
44.0 28.0 29.0 14.0 11.0 17.0 
40.0 38.0 17.0 14.0 14.0 17.0 
114.0 91.0 85.0 56.0 60.0 41.0 
79.0 64.0 38.0 31.0 31.0 37.0 
17.0 9.0 10.0 6.0 5.0 4.0 
33.0 18.0 20.0 8.0 11.0 11.0 
16.0 7.0 6.0 2.0 4.0 6.0 
70.0 60.0 48.0 28.0 41.0 41.0 
45.0 25.0 15.0 10.0 13.0 16.0 
44.0 17.0 18.0 14.0 13.0 18.0 
67.0 40.0 44.0 22.0 47.0 29.0 
98.0 72.0 59.0 46.0 57.0 40.0 
72.0 53.0 30.0 27.0 32.0 20.0 
59.0 47.0 40.0 37.0 24.0 23.0 
42.0 38.0 17.0 18.0 24.0 21.0 
98.0 73.0 51.0 45.0 46.0 44.0 
64.0 34.0 33.0 20.0 27.0 32.0 
182.0 143.0 128.0 87.0 92.0 65.0 
69.0 45.0 43.0 21.0 37.0 23.0 
14.0 6.0 8.0 6.0 4.0 6.0 
113.0 94.0 68.0 51.0 57.0 69.0 
11.0 17.0 7.0 6.0 7.0 4.0 
41.0 40.0 32.0 14.0 20.0 24.0 
13.0 11.0 7.0 8.0 9.0 8.0 
49.0 45.0 24.0 16.0 16.0 11.0 
85.0 50.0 50.0 27.0 28.0 34.0 
33.0 13.0 12.0 8.0 12.0 8.0 
157.0 115.0 82.0 75.0 76.0 53.0 
28.0 17.0 16.0 10.0 10.0 8.0 
46.0 39.0 18.0 14.0 15.0 15.0 
39.0 38.0 27.0 12.0 20.0 11.0 
81.0 56.0 48.0 45.0 39.0 41.0 
52.0 55.0 32.0 27.0 24.0 29.0 
118.0 97.0 67.0 47.0 53.0 37.0 
51.0 33.0 28.0 14.0 13.0 9.0 
24.0 22.0 14.0 9.0 8.0 12.0 
6.0 7.0 4.0 2.0 4.0 5.0 
164.0 135.0 104.0 80.0 68.0 66.0 
118.0 92.0 61.0 38.0 43.0 34.0 
50.0 28.0 30.0 12.0 14.0 20.0 
2.0 4.0 3.0 0.0 0.0 3.0 
34.0 33.0 23.0 18.0 13.0 10.0 
43.0 30.0 29.0 19.0 12.0 21.0 
8.0 8.0 4.0 3.0 5.0 6.0 
83.0 62.0 51.0 32.0 33.0 27.0 
2.0 7.0 3.0 0.0 3.0 3.0 
81.0 87.0 53.0 42.0 36.0 32.0 
113.0 77.0 45.0 41.0 51.0 37.0 
48.0 44.0 23.0 14.0 21.0 21.0 
144.0 131.0 96.0 48.0 66.0 67.0 
106.0 79.0 56.0 50.0 59.0 27.0 
17.0 15.0 3.0 5.0 3.0 8.0 
13.0 6.0 4.0 2.0 3.0 1.0 
109.0 73.0 66.0 43.0 46.0 42.0 
142.0 92.0 75.0 48.0 81.0 60.0 
8.0 7.0 2.0 6.0 5.0 2.0 
41.0 55.0 43.0 23.0 32.0 18.0 
10.0 7.0 6.0 2.0 0.0 2.0 
104.0 75.0 62.0 47.0 41.0 31.0 
19.0 11.0 10.0 5.0 9.0 7.0 
33.0 31.0 27.0 17.0 26.0 17.0 
73.0 60.0 38.0 33.0 28.0 41.0 
176.0 135.0 105.0 80.0 74.0 46.0 
99.0 73.0 75.0 34.0 44.0 41.0 
32.0 29.0 14.0 14.0 11.0 13.0 
69.0 56.0 45.0 40.0 30.0 26.0 
80.0 59.0 55.0 28.0 29.0 21.0 
69.0 64.0 31.0 26.0 35.0 25.0 
26.0 19.0 9.0 6.0 13.0 17.0 
120.0 98.0 64.0 61.0 54.0 44.0 
87.0 63.0 47.0 29.0 41.0 30.0 
