  0.11503000E+02  0.11985000E-05
  0.11560000E+02  0.11989000E-05
  0.11618000E+02  0.11993000E-05
  0.11676000E+02  0.11994000E-05
  0.11734000E+02  0.11995000E-05
  0.11793000E+02  0.11994000E-05
  0.11852000E+02  0.11992000E-05
  0.11911000E+02  0.11987000E-05
  0.11971000E+02  0.11981000E-05
  0.12031000E+02  0.11981000E-05
  0.12091000E+02  0.11990000E-05
  0.12151000E+02  0.11999000E-05
  0.12212000E+02  0.12012000E-05
  0.12273000E+02  0.12027000E-05
  0.12334000E+02  0.12044000E-05
  0.12396000E+02  0.12062000E-05
  0.12458000E+02  0.12079000E-05
  0.12520000E+02  0.12092000E-05
  0.12583000E+02  0.12102000E-05
  0.12646000E+02  0.12106000E-05
  0.12709000E+02  0.12107000E-05
  0.12773000E+02  0.12107000E-05
  0.12837000E+02  0.12111000E-05
  0.12901000E+02  0.12118000E-05
  0.12965000E+02  0.12131000E-05
  0.13030000E+02  0.12145000E-05
  0.13095000E+02  0.12159000E-05
  0.13161000E+02  0.12167000E-05
  0.13226000E+02  0.12171000E-05
  0.13293000E+02  0.12170000E-05
  0.13359000E+02  0.12169000E-05
  0.13426000E+02  0.12169000E-05
  0.13493000E+02  0.12174000E-05
  0.13560000E+02  0.12185000E-05
  0.13628000E+02  0.12198000E-05
  0.13696000E+02  0.12214000E-05
  0.13765000E+02  0.12230000E-05
  0.13834000E+02  0.12246000E-05
  0.13903000E+02  0.12261000E-05
  0.13972000E+02  0.12279000E-05
  0.14042000E+02  0.12298000E-05
  0.14112000E+02  0.12318000E-05
  0.14183000E+02  0.12337000E-05
  0.14254000E+02  0.12355000E-05
  0.14325000E+02  0.12367000E-05
  0.14397000E+02  0.12375000E-05
  0.14469000E+02  0.12382000E-05
  0.14541000E+02  0.12390000E-05
  0.14614000E+02  0.12400000E-05
  0.14687000E+02  0.12412000E-05
  0.14760000E+02  0.12425000E-05
  0.14834000E+02  0.12441000E-05
  0.14908000E+02  0.12455000E-05
  0.14983000E+02  0.12468000E-05
  0.15058000E+02  0.12475000E-05
  0.15133000E+02  0.12478000E-05
  0.15209000E+02  0.12481000E-05
  0.15285000E+02  0.12488000E-05
  0.15361000E+02  0.12509000E-05
  0.15438000E+02  0.12539000E-05
  0.15515000E+02  0.12572000E-05
  0.15593000E+02  0.12604000E-05
  0.15671000E+02  0.12624000E-05
  0.15749000E+02  0.12631000E-05
  0.15828000E+02  0.12627000E-05
  0.15907000E+02  0.12611000E-05
  0.15987000E+02  0.12588000E-05
  0.16066000E+02  0.12568000E-05
  0.16147000E+02  0.12555000E-05
  0.16228000E+02  0.12554000E-05
  0.16309000E+02  0.12571000E-05
  0.16390000E+02  0.12595000E-05
  0.16472000E+02  0.12621000E-05
  0.16555000E+02  0.12643000E-05
  0.16637000E+02  0.12653000E-05
  0.16720000E+02  0.12649000E-05
  0.16804000E+02  0.12638000E-05
  0.16888000E+02  0.12623000E-05
  0.16973000E+02  0.12608000E-05
  0.17057000E+02  0.12599000E-05
  0.17143000E+02  0.12602000E-05
  0.17228000E+02  0.12618000E-05
  0.17315000E+02  0.12644000E-05
  0.17401000E+02  0.12672000E-05
  0.17488000E+02  0.12694000E-05
  0.17576000E+02  0.12698000E-05
  0.17663000E+02  0.12692000E-05
  0.17752000E+02  0.12685000E-05
  0.17841000E+02  0.12683000E-05
  0.17930000E+02  0.12690000E-05
  0.18019000E+02  0.12706000E-05
  0.18109000E+02  0.12729000E-05
  0.18200000E+02  0.12765000E-05
  0.18291000E+02  0.12849000E-05
  0.18382000E+02  0.13058000E-05
  0.18474000E+02  0.13508000E-05
  0.18567000E+02  0.14288000E-05
  0.18660000E+02  0.15391000E-05
  0.18753000E+02  0.19257000E-05
  0.18847000E+02  0.19308000E-05
  0.18941000E+02  0.19206000E-05
  0.19036000E+02  0.19323000E-05
  0.19131000E+02  0.19409000E-05
  0.19226000E+02  0.19262000E-05
  0.19323000E+02  0.15475000E-05
  0.19419000E+02  0.14342000E-05
  0.19516000E+02  0.13546000E-05
  0.19614000E+02  0.13110000E-05
  0.19712000E+02  0.12922000E-05
  0.19810000E+02  0.12858000E-05
  0.19910000E+02  0.12843000E-05
  0.20009000E+02  0.12845000E-05
  0.20109000E+02  0.12849000E-05
  0.20210000E+02  0.12849000E-05
  0.20311000E+02  0.12841000E-05
  0.20412000E+02  0.12829000E-05
  0.20514000E+02  0.12820000E-05
  0.20617000E+02  0.12824000E-05
  0.20720000E+02  0.12846000E-05
  0.20824000E+02  0.12878000E-05
  0.20928000E+02  0.12910000E-05
  0.21032000E+02  0.12931000E-05
  0.21137000E+02  0.12940000E-05
