  0.42000000E+01  0.10103000E-05
  0.42210000E+01  0.11809000E-05
  0.42421000E+01  0.12809000E-05
  0.42633000E+01  0.13022000E-05
  0.42846000E+01  0.13137000E-05
  0.43061000E+01  0.11924000E-05
  0.43276000E+01  0.11993000E-05
  0.43492000E+01  0.11302000E-05
  0.43710000E+01  0.10508000E-05
  0.43928000E+01  0.10121000E-05
  0.44148000E+01  0.96572000E-06
  0.44369000E+01  0.95830000E-06
  0.44590000E+01  0.10324000E-05
  0.44813000E+01  0.10948000E-05
  0.45037000E+01  0.11366000E-05
  0.45263000E+01  0.12119000E-05
  0.45489000E+01  0.11533000E-05
  0.45716000E+01  0.10911000E-05
  0.45945000E+01  0.11254000E-05
  0.46175000E+01  0.11271000E-05
  0.46406000E+01  0.11185000E-05
  0.46638000E+01  0.11099000E-05
  0.46871000E+01  0.11011000E-05
  0.47105000E+01  0.10923000E-05
  0.47341000E+01  0.10835000E-05
  0.47577000E+01  0.10747000E-05
  0.47815000E+01  0.10658000E-05
  0.48054000E+01  0.10606000E-05
  0.48295000E+01  0.10685000E-05
  0.48536000E+01  0.10766000E-05
  0.48779000E+01  0.10848000E-05
  0.49023000E+01  0.10930000E-05
  0.49268000E+01  0.11013000E-05
  0.49514000E+01  0.11097000E-05
  0.49762000E+01  0.11183000E-05
  0.50011000E+01  0.11266000E-05
  0.50261000E+01  0.11286000E-05
  0.50512000E+01  0.11306000E-05
  0.50764000E+01  0.11326000E-05
  0.51018000E+01  0.11347000E-05
  0.51273000E+01  0.11367000E-05
  0.51530000E+01  0.11387000E-05
  0.51787000E+01  0.11406000E-05
  0.52046000E+01  0.11423000E-05
  0.52307000E+01  0.11432000E-05
  0.52568000E+01  0.11441000E-05
  0.52831000E+01  0.11449000E-05
  0.53095000E+01  0.11457000E-05
  0.53361000E+01  0.11465000E-05
  0.53627000E+01  0.11472000E-05
  0.53895000E+01  0.11480000E-05
  0.54165000E+01  0.11488000E-05
  0.54436000E+01  0.11496000E-05
  0.54708000E+01  0.11503000E-05
  0.54982000E+01  0.11511000E-05
  0.55256000E+01  0.11518000E-05
  0.55533000E+01  0.11526000E-05
  0.55810000E+01  0.11533000E-05
  0.56089000E+01  0.11540000E-05
  0.56370000E+01  0.11547000E-05
  0.56652000E+01  0.11553000E-05
  0.56935000E+01  0.11560000E-05
  0.57220000E+01  0.11567000E-05
  0.57506000E+01  0.11574000E-05
  0.57793000E+01  0.11581000E-05
  0.58082000E+01  0.11589000E-05
  0.58373000E+01  0.11596000E-05
  0.58665000E+01  0.11604000E-05
  0.58958000E+01  0.11613000E-05
  0.59253000E+01  0.11622000E-05
  0.59549000E+01  0.11631000E-05
  0.59847000E+01  0.11640000E-05
  0.60146000E+01  0.11632000E-05
  0.60447000E+01  0.11606000E-05
  0.60749000E+01  0.11580000E-05
  0.61053000E+01  0.11552000E-05
  0.61358000E+01  0.11524000E-05
  0.61665000E+01  0.11496000E-05
  0.61973000E+01  0.11468000E-05
  0.62283000E+01  0.11441000E-05
  0.62594000E+01  0.11413000E-05
  0.62907000E+01  0.11385000E-05
  0.63222000E+01  0.11359000E-05
  0.63538000E+01  0.11333000E-05
  0.63856000E+01  0.11307000E-05
  0.64175000E+01  0.11283000E-05
  0.64496000E+01  0.11258000E-05
  0.64818000E+01  0.11234000E-05
  0.65142000E+01  0.11219000E-05
  0.65468000E+01  0.11217000E-05
  0.65795000E+01  0.11216000E-05
  0.66124000E+01  0.11213000E-05
  0.66455000E+01  0.11207000E-05
  0.66787000E+01  0.11202000E-05
  0.67121000E+01  0.11196000E-05
  0.67457000E+01  0.11187000E-05
  0.67794000E+01  0.11177000E-05
  0.68133000E+01  0.11168000E-05
  0.68474000E+01  0.11158000E-05
  0.68816000E+01  0.11147000E-05
  0.69160000E+01  0.11137000E-05
  0.69506000E+01  0.11129000E-05
  0.69853000E+01  0.11121000E-05
  0.70203000E+01  0.11158000E-05
  0.70554000E+01  0.11231000E-05
  0.70906000E+01  0.11306000E-05
  0.71261000E+01  0.11380000E-05
  0.71617000E+01  0.11457000E-05
  0.71975000E+01  0.11533000E-05
  0.72335000E+01  0.11611000E-05
  0.72697000E+01  0.11687000E-05
  0.73060000E+01  0.11695000E-05
  0.73426000E+01  0.11356000E-05
  0.73793000E+01  0.11012000E-05
  0.74162000E+01  0.11525000E-05
  0.74533000E+01  0.12170000E-05
  0.74905000E+01  0.11045000E-05
  0.75280000E+01  0.11069000E-05
  0.75656000E+01  0.11487000E-05
  0.76034000E+01  0.11828000E-05
  0.76415000E+01  0.11370000E-05
  0.76797000E+01  0.10907000E-05
  0.77181000E+01  0.10875000E-05
  0.77567000E+01  0.11335000E-05
  0.77954000E+01  0.11797000E-05
  0.78344000E+01  0.11775000E-05
  0.78736000E+01  0.11687000E-05
  0.79130000E+01  0.11628000E-05
  0.79525000E+01  0.11625000E-05
  0.79923000E+01  0.11624000E-05
