  0.499793E+00  0.000000E+00  0.686787E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.841983E+01  0.933407E+02  0.121233E+03  0.257302E+04  0.257313E+04  0.359568E+01  0.119988E+03  0.237299E+03  0.396838E+03  0.416732E+03  0.233980E+03  0.411138E+03  0.918660E+03  0.110382E+04  0.102154E+04  0.101757E+04  0.200167E+03  0.209079E+03  0.190330E+03
  0.497083E+00  0.000000E+00  0.689370E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.147647E+02  0.929695E+02  0.121632E+03  0.257296E+04  0.257308E+04  0.354265E+01  0.119982E+03  0.237292E+03  0.396705E+03  0.416661E+03  0.234000E+03  0.411122E+03  0.918635E+03  0.110383E+04  0.102151E+04  0.101760E+04  0.200127E+03  0.209121E+03  0.190326E+03
  0.502874E+00  0.000000E+00  0.697420E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.161824E+02  0.916200E+02  0.123528E+03  0.257283E+04  0.257295E+04  0.355425E+01  0.120022E+03  0.237405E+03  0.396941E+03  0.416716E+03  0.234058E+03  0.411052E+03  0.918555E+03  0.110383E+04  0.102141E+04  0.101769E+04  0.200000E+03  0.209250E+03  0.190317E+03
  0.485303E+00  0.000000E+00  0.692093E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.249575E+02  0.923835E+02  0.121860E+03  0.257288E+04  0.257298E+04  0.337942E+01  0.119942E+03  0.237200E+03  0.396165E+03  0.416419E+03  0.234023E+03  0.411118E+03  0.918609E+03  0.110384E+04  0.102147E+04  0.101763E+04  0.200083E+03  0.209168E+03  0.190320E+03
  0.498831E+00  0.000000E+00  0.703338E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.229662E+02  0.902251E+02  0.124854E+03  0.257272E+04  0.257283E+04  0.346211E+01  0.120018E+03  0.237407E+03  0.396735E+03  0.416596E+03  0.234102E+03  0.411013E+03  0.918496E+03  0.110384E+04  0.102134E+04  0.101775E+04  0.199907E+03  0.209347E+03  0.190309E+03
  0.497977E+00  0.000000E+00  0.698863E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.209169E+02  0.912636E+02  0.123713E+03  0.257280E+04  0.257291E+04  0.348405E+01  0.120005E+03  0.237368E+03  0.396712E+03  0.416611E+03  0.234069E+03  0.411048E+03  0.918541E+03  0.110384E+04  0.102139E+04  0.101770E+04  0.199977E+03  0.209275E+03  0.190314E+03
  0.506423E+00  0.000000E+00  0.704510E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.186142E+02  0.899580E+02  0.125448E+03  0.257270E+04  0.257282E+04  0.354512E+01  0.120050E+03  0.237489E+03  0.397079E+03  0.416736E+03  0.234108E+03  0.410994E+03  0.918483E+03  0.110384E+04  0.102133E+04  0.101776E+04  0.199889E+03  0.209364E+03  0.190309E+03
  0.503973E+00  0.000000E+00  0.699517E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.168942E+02  0.911670E+02  0.124075E+03  0.257280E+04  0.257291E+04  0.355216E+01  0.120031E+03  0.237430E+03  0.396984E+03  0.416723E+03  0.234073E+03  0.411034E+03  0.918534E+03  0.110383E+04  0.102138E+04  0.101771E+04  0.199967E+03  0.209284E+03  0.190315E+03
  0.505355E+00  0.000000E+00  0.700743E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.166831E+02  0.908916E+02  0.124430E+03  0.257278E+04  0.257289E+04  0.355996E+01  0.120039E+03  0.237452E+03  0.397043E+03  0.416741E+03  0.234081E+03  0.411023E+03  0.918522E+03  0.110383E+04  0.102137E+04  0.101772E+04  0.199948E+03  0.209303E+03  0.190313E+03
  0.498047E+00  0.000000E+00  0.708568E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.260792E+02  0.888606E+02  0.126192E+03  0.257261E+04  0.257272E+04  0.341563E+01  0.120025E+03  0.237436E+03  0.396681E+03  0.416545E+03  0.234139E+03  0.410976E+03  0.918444E+03  0.110384E+04  0.102128E+04  0.101781E+04  0.199824E+03  0.209431E+03  0.190303E+03
