  0.420000E+00  0.150000E+01  0.986744E+02  0.101725E-02  0.757498E+03  0.315394E-02  0.535030E+03  0.963292E+00  0.757077E+03  0.104111E+03  0.985603E+00  0.975924E-02  0.119074E-04  0.199479E+03  0.738210E-02  0.361258E-01  0.463938E-04  0.592203E+03  0.146858E-03  0.996778E+00  0.269052E-02  0.198805E+03  0.648426E+03  0.656408E+03  0.510559E+03  0.110465E+03  0.214012E+03  0.107224E+03
  0.417723E+00  0.150564E+01  0.983411E+02  0.104803E-02  0.753502E+03  0.327427E-02  0.530579E+03  0.963934E+00  0.753094E+03  0.104088E+03  0.985450E+00  0.986980E-02  0.123227E-04  0.199387E+03  0.747060E-02  0.365384E-01  0.481186E-04  0.589577E+03  0.150557E-03  0.996761E+00  0.269398E-02  0.198706E+03  0.648442E+03  0.656411E+03  0.511152E+03  0.110496E+03  0.213987E+03  0.107776E+03
  0.418453E+00  0.148307E+01  0.990153E+02  0.885183E-03  0.769897E+03  0.269371E-02  0.549872E+03  0.962315E+00  0.769427E+03  0.104182E+03  0.986065E+00  0.942861E-02  0.102775E-04  0.199758E+03  0.711698E-02  0.348918E-01  0.397673E-04  0.600154E+03  0.136137E-03  0.996935E+00  0.257111E-02  0.199104E+03  0.648376E+03  0.656398E+03  0.508736E+03  0.110373E+03  0.214088E+03  0.107384E+03
  0.423328E+00  0.150039E+01  0.989252E+02  0.103927E-02  0.757264E+03  0.322023E-02  0.534327E+03  0.962928E+00  0.756850E+03  0.104110E+03  0.985595E+00  0.976492E-02  0.121389E-04  0.199474E+03  0.738672E-02  0.361474E-01  0.473099E-04  0.592133E+03  0.147043E-03  0.996732E+00  0.273625E-02  0.198801E+03  0.648426E+03  0.656408E+03  0.510585E+03  0.110467E+03  0.214010E+03  0.106532E+03
  0.408536E+00  0.148893E+01  0.980665E+02  0.876091E-03  0.765420E+03  0.269208E-02  0.545857E+03  0.963911E+00  0.764948E+03  0.104155E+03  0.985899E+00  0.954801E-02  0.102760E-04  0.199655E+03  0.721246E-02  0.353364E-01  0.398384E-04  0.597044E+03  0.139993E-03  0.997011E+00  0.248169E-02  0.198992E+03  0.648395E+03  0.656402E+03  0.509416E+03  0.110406E+03  0.214064E+03  0.109589E+03
  0.419924E+00  0.151312E+01  0.983028E+02  0.112183E-02  0.748361E+03  0.353586E-02  0.524188E+03  0.964166E+00  0.747981E+03  0.104058E+03  0.985249E+00  0.100139E-01  0.132195E-04  0.199268E+03  0.758613E-02  0.370768E-01  0.517859E-04  0.586314E+03  0.155419E-03  0.996671E+00  0.276719E-02  0.198580E+03  0.648462E+03  0.656415E+03  0.511907E+03  0.110536E+03  0.213954E+03  0.107431E+03
  0.419205E+00  0.150349E+01  0.985154E+02  0.103984E-02  0.755024E+03  0.323855E-02  0.532194E+03  0.963620E+00  0.754612E+03  0.104097E+03  0.985509E+00  0.982734E-02  0.122003E-04  0.199422E+03  0.743662E-02  0.363800E-01  0.476014E-04  0.590592E+03  0.149131E-03  0.996760E+00  0.270075E-02  0.198744E+03  0.648436E+03  0.656410E+03  0.510925E+03  0.110484E+03  0.213997E+03  0.107437E+03
  0.426316E+00  0.151564E+01  0.987199E+02  0.118416E-02  0.746717E+03  0.373719E-02  0.521415E+03  0.963597E+00  0.746359E+03  0.104049E+03  0.985185E+00  0.100595E-01  0.139081E-04  0.199232E+03  0.762294E-02  0.372480E-01  0.545574E-04  0.585407E+03  0.156951E-03  0.996564E+00  0.286881E-02  0.198541E+03  0.648468E+03  0.656417E+03  0.512136E+03  0.110549E+03  0.213941E+03  0.106172E+03
  0.424253E+00  0.150490E+01  0.988698E+02  0.108079E-02  0.754089E+03  0.336640E-02  0.530443E+03  0.963124E+00  0.753691E+03  0.104092E+03  0.985474E+00  0.985226E-02  0.126449E-04  0.199402E+03  0.745676E-02  0.364736E-01  0.493758E-04  0.590109E+03  0.149946E-03  0.996682E+00  0.277568E-02  0.198723E+03  0.648439E+03  0.656411E+03  0.511051E+03  0.110491E+03  0.213989E+03  0.106406E+03
  0.431877E+00  0.149014E+01  0.999046E+02  0.100670E-02  0.764772E+03  0.307345E-02  0.542147E+03  0.961194E+00  0.764344E+03  0.104154E+03  0.985879E+00  0.956078E-02  0.116266E-04  0.199647E+03  0.722329E-02  0.353862E-01  0.451402E-04  0.597171E+03  0.140338E-03  0.996706E+00  0.278527E-02  0.198987E+03  0.648396E+03  0.656402E+03  0.509459E+03  0.110411E+03  0.214054E+03  0.104595E+03
  0.425416E+00  0.150754E+01  0.988850E+02  0.110947E-02  0.752262E+03  0.346586E-02  0.528126E+03  0.963165E+00  0.751875E+03  0.104081E+03  0.985403E+00  0.990291E-02  0.129872E-04  0.199360E+03  0.749740E-02  0.366628E-01  0.507703E-04  0.588959E+03  0.151640E-03  0.996644E+00  0.280718E-02  0.198679E+03  0.648446E+03  0.656412E+03  0.511318E+03  0.110505E+03  0.213977E+03  0.106209E+03
  0.419264E+00  0.152437E+01  0.979366E+02  0.121370E-02  0.740817E+03  0.388471E-02  0.515284E+03  0.964953E+00  0.740475E+03  0.104014E+03  0.984947E+00  0.102317E-01  0.143869E-04  0.199091E+03  0.776063E-02  0.378907E-01  0.566247E-04  0.581432E+03  0.162935E-03  0.996587E+00  0.282492E-02  0.198389E+03  0.648492E+03  0.656422E+03  0.513025E+03  0.110595E+03  0.213905E+03  0.107763E+03
  0.428940E+00  0.152175E+01  0.987400E+02  0.125639E-02  0.742655E+03  0.399480E-02  0.516239E+03  0.963695E+00  0.742326E+03  0.104026E+03  0.985023E+00  0.101762E-01  0.147721E-04  0.199137E+03  0.771652E-02  0.376842E-01  0.581031E-04  0.582851E+03  0.160958E-03  0.996476E+00  0.294264E-02  0.198441E+03  0.648484E+03  0.656420E+03  0.512731E+03  0.110580E+03  0.213914E+03  0.105772E+03
  0.422698E+00  0.151051E+01  0.985896E+02  0.111739E-02  0.750181E+03  0.350690E-02  0.525999E+03  0.963676E+00  0.749799E+03  0.104069E+03  0.985321E+00  0.996183E-02  0.131244E-04  0.199311E+03  0.754453E-02  0.368826E-01  0.513639E-04  0.587554E+03  0.153640E-03  0.996656E+00  0.278872E-02  0.198626E+03  0.648454E+03  0.656414E+03  0.511632E+03  0.110522E+03  0.213965E+03  0.106818E+03
  0.418317E+00  0.150050E+01  0.985285E+02  0.101157E-02  0.757132E+03  0.313995E-02  0.534807E+03  0.963525E+00  0.756709E+03  0.104109E+03  0.985589E+00  0.976949E-02  0.118575E-04  0.199470E+03  0.739023E-02  0.361639E-01  0.462053E-04  0.591930E+03  0.147211E-03  0.996796E+00  0.267157E-02  0.198796E+03  0.648427E+03  0.656408E+03  0.510615E+03  0.110468E+03  0.214010E+03  0.107586E+03
  0.424839E+00  0.148347E+01  0.995234E+02  0.919826E-03  0.769664E+03  0.279425E-02  0.548797E+03  0.961567E+00  0.769206E+03  0.104181E+03  0.986058E+00  0.943346E-02  0.106355E-04  0.199754E+03  0.712101E-02  0.349105E-01  0.411696E-04  0.600153E+03  0.136274E-03  0.996852E+00  0.265368E-02  0.199101E+03  0.648377E+03  0.656398E+03  0.508756E+03  0.110374E+03  0.214085E+03  0.106006E+03
  0.422962E+00  0.146793E+01  0.998012E+02  0.804551E-03  0.781670E+03  0.240734E-02  0.563150E+03  0.960658E+00  0.781171E+03  0.104248E+03  0.986486E+00  0.912843E-02  0.923134E-05  0.200018E+03  0.687636E-02  0.337728E-01  0.355121E-04  0.607835E+03  0.126749E-03  0.997002E+00  0.253700E-02  0.199383E+03  0.648329E+03  0.656388E+03  0.506999E+03  0.110287E+03  0.214156E+03  0.106298E+03
  0.427126E+00  0.152000E+01  0.986542E+02  0.122810E-02  0.743802E+03  0.389767E-02  0.517838E+03  0.963788E+00  0.743462E+03  0.104032E+03  0.985069E+00  0.101432E-01  0.144461E-04  0.199164E+03  0.769006E-02  0.375609E-01  0.567737E-04  0.583547E+03  0.159827E-03  0.996516E+00  0.290664E-02  0.198469E+03  0.648479E+03  0.656419E+03  0.512566E+03  0.110571E+03  0.213922E+03  0.106097E+03
  0.428530E+00  0.151993E+01  0.987628E+02  0.123704E-02  0.743858E+03  0.392401E-02  0.517727E+03  0.963624E+00  0.743521E+03  0.104033E+03  0.985072E+00  0.101413E-01  0.145365E-04  0.199166E+03  0.768860E-02  0.375540E-01  0.571312E-04  0.583617E+03  0.159755E-03  0.996497E+00  0.292569E-02  0.198471E+03  0.648479E+03  0.656419E+03  0.512554E+03  0.110571E+03  0.213922E+03  0.105815E+03
  0.425106E+00  0.151995E+01  0.985022E+02  0.121412E-02  0.743807E+03  0.385552E-02  0.518102E+03  0.964014E+00  0.743463E+03  0.104032E+03  0.985069E+00  0.101435E-01  0.143019E-04  0.199163E+03  0.769017E-02  0.375615E-01  0.562008E-04  0.583502E+03  0.159844E-03  0.996544E+00  0.287855E-02  0.198468E+03  0.648479E+03  0.656419E+03  0.512569E+03  0.110571E+03  0.213923E+03  0.106501E+03
  0.424104E+00  0.152661E+01  0.982333E+02  0.126724E-02  0.739405E+03  0.406283E-02  0.512975E+03  0.964550E+00  0.739083E+03  0.104006E+03  0.984890E+00  0.102723E-01  0.149851E-04  0.199059E+03  0.779334E-02  0.380430E-01  0.590493E-04  0.580637E+03  0.164331E-03  0.996502E+00  0.290511E-02  0.198356E+03  0.648497E+03  0.656423E+03  0.513224E+03  0.110606E+03  0.213894E+03  0.106840E+03
  0.424867E+00  0.153055E+01  0.981746E+02  0.130931E-02  0.736852E+03  0.422056E-02  0.509824E+03  0.964712E+00  0.736547E+03  0.103991E+03  0.984786E+00  0.103479E-01  0.155024E-04  0.198999E+03  0.785392E-02  0.383256E-01  0.611930E-04  0.579007E+03  0.166987E-03  0.996458E+00  0.293978E-02  0.198291E+03  0.648507E+03  0.656425E+03  0.513601E+03  0.110627E+03  0.213877E+03  0.106777E+03
  0.428022E+00  0.154229E+01  0.980545E+02  0.144830E-02  0.729451E+03  0.474723E-02  0.500547E+03  0.965087E+00  0.729202E+03  0.103947E+03  0.984477E+00  0.105715E-01  0.171992E-04  0.198822E+03  0.803321E-02  0.391626E-01  0.682475E-04  0.574301E+03  0.174963E-03  0.996313E+00  0.305705E-02  0.198102E+03  0.648535E+03  0.656431E+03  0.514693E+03  0.110687E+03  0.213825E+03  0.106459E+03
  0.426552E+00  0.154242E+01  0.979449E+02  0.143782E-02  0.729359E+03  0.471576E-02  0.500625E+03  0.965255E+00  0.729107E+03  0.103946E+03  0.984472E+00  0.105747E-01  0.170938E-04  0.198819E+03  0.803564E-02  0.391741E-01  0.678278E-04  0.574206E+03  0.175084E-03  0.996333E+00  0.303651E-02  0.198099E+03  0.648536E+03  0.656431E+03  0.514710E+03  0.110687E+03  0.213825E+03  0.106743E+03
  0.428880E+00  0.154435E+01  0.980538E+02  0.147632E-02  0.728187E+03  0.485343E-02  0.498918E+03  0.965118E+00  0.727950E+03  0.103940E+03  0.984423E+00  0.106104E-01  0.175367E-04  0.198791E+03  0.806437E-02  0.393081E-01  0.696525E-04  0.573505E+03  0.176364E-03  0.996283E+00  0.308232E-02  0.198069E+03  0.648540E+03  0.656432E+03  0.514879E+03  0.110697E+03  0.213816E+03  0.106352E+03
  0.426569E+00  0.152634E+01  0.984251E+02  0.128221E-02  0.739603E+03  0.410623E-02  0.512895E+03  0.964257E+00  0.739286E+03  0.104008E+03  0.984899E+00  0.102660E-01  0.151337E-04  0.199065E+03  0.778840E-02  0.380197E-01  0.596351E-04  0.580824E+03  0.164099E-03  0.996470E+00  0.293791E-02  0.198362E+03  0.648496E+03  0.656423E+03  0.513189E+03  0.110605E+03  0.213895E+03  0.106345E+03
