  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.178325E-03 -0.157150E+00  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.777778E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.138697E-03 -0.122227E+00  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.555556E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.990693E-04 -0.873053E-01  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.333333E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.594416E-04 -0.523832E-01  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.111111E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.198139E-04 -0.174611E-01  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.111111E+03  0.000000E+00  0.000000E+00  0.000000E+00 -0.198139E-04  0.174611E-01  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.333333E+03  0.000000E+00  0.000000E+00  0.000000E+00 -0.594416E-04  0.523832E-01  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.555556E+03  0.000000E+00  0.000000E+00  0.000000E+00 -0.990693E-04  0.873053E-01  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.777778E+03  0.000000E+00  0.000000E+00  0.000000E+00 -0.138697E-03  0.122227E+00  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00 -0.178325E-03  0.157150E+00  0.492842E+02  0.829993E+02  0.161939E+03  0.257730E+04  0.257744E+04  0.118189E+02  0.120948E+03  0.241648E+03  0.423113E+03  0.439494E+03  0.239124E+03  0.434213E+03  0.919551E+03  0.110397E+04  0.102113E+04  0.101871E+04  0.199149E+03  0.210068E+03  0.190309E+03
