  0.550000E+03  0.144444E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.500000E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.133589E+04  0.115385E+03  0.176605E+04  0.199449E+04  0.128159E+04  0.177007E+04
  0.550000E+03  0.146667E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.500000E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.130698E+04  0.115071E+03  0.172433E+04  0.194923E+04  0.126047E+04  0.172853E+04
  0.550000E+03  0.148889E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.500000E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.128147E+04  0.114768E+03  0.168734E+04  0.190910E+04  0.124247E+04  0.169171E+04
  0.550000E+03  0.151111E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.500000E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.125846E+04  0.114471E+03  0.165386E+04  0.187276E+04  0.122662E+04  0.165844E+04
  0.550000E+03  0.144444E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.522222E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.134266E+04  0.115589E+03  0.177203E+04  0.192685E+04  0.121889E+04  0.177653E+04
  0.550000E+03  0.146667E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.522222E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.131166E+04  0.115230E+03  0.172743E+04  0.188027E+04  0.119686E+04  0.173215E+04
  0.550000E+03  0.148889E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.522222E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.128509E+04  0.114879E+03  0.168891E+04  0.184011E+04  0.117895E+04  0.169385E+04
  0.550000E+03  0.151111E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.522222E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.126149E+04  0.114533E+03  0.165454E+04  0.180429E+04  0.116360E+04  0.165972E+04
  0.550000E+03  0.146667E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.544444E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.131904E+04  0.114908E+03  0.173349E+04  0.182089E+04  0.114066E+04  0.173973E+04
  0.550000E+03  0.148889E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.544444E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.129027E+04  0.114505E+03  0.169178E+04  0.177907E+04  0.112168E+04  0.169836E+04
